Make,Date,Series,Title,Person,Rating (Sell),Weather,Shape,Cost
Cambs,23/06/2022,Comfort,Bergen Four Person,4,2,Sunny,Square,299
Cambs,23/06/2022,Comfort,Bergen Six Person,6,3,Sunny,Square,350
Cambs,23/06/2022,Comfort,Tekapo Six person,6,3,Sunny,Round,579
Cambs,23/06/2022,Comfort,Tekapo Four person,4,3,Sunny,Round,499
Cambs,23/06/2022,Frame,Tuscany Six Person,6,5,Sunny,Round,1299
Cambs,23/06/2022,Frame,Mono Six Person,6,5,Sunny,Round,999
Cambs,23/06/2022,Urban,Rimba Six person,6,5,Sunny,Round,649
Cambs,23/06/2022,Comfort,Ottomon Six person,6,4,Sunny,Round,549
Cambs,23/06/2022,Premium,Camaro Four Person,4,5,Sunny,Round,649
Amazon,23/06/2022,Comfort,Bergen Four Person,4,2,Sunny,Square,247
Amazon,23/06/2022,Comfort,Bergen Six Person,6,3,Sunny,Square,289
Amazon,23/06/2022,Comfort,Tekapo Six person,6,3,Sunny,Round,359
Amazon,23/06/2022,Comfort,Tekapo Four person,4,3,Sunny,Round,339
Amazon,23/06/2022,Frame,Tuscany Six Person,6,5,Sunny,Round,1299
Amazon,23/06/2022,Frame,Mono Six Person,6,5,Sunny,Round,799
Amazon,23/06/2022,Urban,Rimba Six person,6,5,Sunny,Round,600
Amazon,23/06/2022,Comfort,Ottomon Six person,6,4,Sunny,Round,800
Amazon,23/06/2022,Premium,Camaro Four Person,4,5,Sunny,Round,649
Amazon,23/06/2022,Urban,Nest Two Person,2,5,Sunny,Square Round,530
Alice,23/06/2022,Comfort,Bergen Four Person,4,2,Sunny,Square,299
Alice,23/06/2022,Comfort,Bergen Six Person,6,3,Sunny,Square,350
Alice,23/06/2022,Comfort,Tekapo Six person,6,3,Sunny,Round,300
Alice,23/06/2022,Comfort,Tekapo Four person,4,3,Sunny,Round,300
Alice,23/06/2022,Frame,Tuscany Six Person,6,5,Sunny,Round,1299
Alice,23/06/2022,Frame,Mono Six Person,6,5,Sunny,Round,300
Alice,23/06/2022,Urban,Lite six person,6,2,Sunny,Square,299
Alice,23/06/2022,Comfort,Lite Four Person,4,2,Sunny,Round,249
Alice,23/06/2022,Urban,Nest Two Person,2,5,Sunny,Square Round,570
GSD,23/06/2022,Comfort,Bergen Four Person,4,2,Sunny,Square,349
GSD,23/06/2022,Comfort,Bergen Six Person,6,3,Sunny,Square,379
GSD,23/06/2022,Comfort,Tekapo Six person,6,3,Sunny,Round,349
GSD,23/06/2022,Comfort,Tekapo Four person,4,3,Sunny,Round,419
GSD,23/06/2022,Frame,Tuscany Six Person,6,5,Sunny,Round,1200
GSD,23/06/2022,Frame,Mono Six Person,6,5,Sunny,Round,799
GSD,23/06/2022,Urban,Rimba Six person,6,5,Sunny,Round,585
GSD,23/06/2022,Comfort,Ottomon Six person,6,4,Sunny,Round,600
GSD,23/06/2022,Premium,Camaro Four Person,4,5,Sunny,Round,0
Mspa,23/06/2022,Comfort,Bergen Four Person,4,2,Sunny,Square,377
Mspa,23/06/2022,Comfort,Bergen Six Person,6,3,Sunny,Square,349
Mspa,23/06/2022,Comfort,Tekapo Six person,6,3,Sunny,Round,357
Mspa,23/06/2022,Comfort,Tekapo Four person,4,3,Sunny,Round,359
Mspa,23/06/2022,Frame,Tuscany Six Person,6,5,Sunny,Round,1274
Mspa,23/06/2022,Frame,Mono Six Person,6,5,Sunny,Round,959
Mspa,23/06/2022,Urban,Rimba Six person,6,5,Sunny,Round,569
Mspa,23/06/2022,Comfort,Ottomon Six person,6,4,Sunny,Round,519
Mspa,23/06/2022,Premium,Camaro Four Person,4,5,Sunny,Round,594
Frono,23/06/2022,Comfort,Bergen Four Person,4,2,Sunny,Square,379
Frono,23/06/2022,Comfort,Bergen Six Person,6,3,Sunny,Square,349
Frono,23/06/2022,Comfort,Tekapo Six person,6,3,Sunny,Round,350
Frono,23/06/2022,Comfort,Tekapo Four person,4,3,Sunny,Round,329
Frono,23/06/2022,Frame,Tuscany Six Person,6,5,Sunny,Round,1199
Frono,23/06/2022,Frame,Mono Six Person,6,5,Sunny,Round,999
Frono,23/06/2022,Urban,Rimba Six person,6,2,Sunny,Round,339
Frono,23/06/2022,Comfort,Ottomon Six person,6,5,Sunny,Round,500
Frono,23/06/2022,Premium,Camaro Four Person,4,5,Sunny,Round,500
Cambs,24/06/2022,Comfort,Bergen Four Person,4,2,Cloudy,Square,249
Cambs,24/06/2022,Comfort,Bergen Six Person,6,3,Cloudy,Square,300
Cambs,24/06/2022,Comfort,Tekapo Six person,6,3,Cloudy,Round,529
Cambs,24/06/2022,Comfort,Tekapo Four person,4,3,Cloudy,Round,449
Cambs,24/06/2022,Frame,Tuscany Six Person,6,5,Cloudy,Round,1249
Cambs,24/06/2022,Frame,Mono Six Person,6,5,Cloudy,Round,949
Cambs,24/06/2022,Urban,Rimba Six person,6,5,Cloudy,Round,599
Cambs,24/06/2022,Comfort,Ottomon Six person,6,4,Cloudy,Round,499
Cambs,24/06/2022,Premium,Camaro Four Person,4,5,Cloudy,Round,599
Amazon,24/06/2022,Comfort,Bergen Four Person,4,2,Cloudy,Square,197
Amazon,24/06/2022,Comfort,Bergen Six Person,6,3,Cloudy,Square,239
Amazon,24/06/2022,Comfort,Tekapo Six person,6,3,Cloudy,Round,309
Amazon,24/06/2022,Comfort,Tekapo Four person,4,3,Cloudy,Round,289
Amazon,24/06/2022,Frame,Tuscany Six Person,6,5,Cloudy,Round,1249
Amazon,24/06/2022,Frame,Mono Six Person,6,5,Cloudy,Round,749
Amazon,24/06/2022,Urban,Rimba Six person,6,5,Cloudy,Round,550
Amazon,24/06/2022,Comfort,Ottomon Six person,6,4,Cloudy,Round,750
Amazon,24/06/2022,Premium,Camaro Four Person,4,5,Cloudy,Round,599
Amazon,24/06/2022,Urban,Nest Two Person,2,5,Cloudy,Square Round,480
Alice,24/06/2022,Comfort,Bergen Four Person,4,2,Cloudy,Square,249
Alice,24/06/2022,Comfort,Bergen Six Person,6,3,Cloudy,Square,300
Alice,24/06/2022,Comfort,Tekapo Six person,6,3,Cloudy,Round,0
Alice,24/06/2022,Comfort,Tekapo Four person,4,3,Cloudy,Round,0
Alice,24/06/2022,Frame,Tuscany Six Person,6,5,Cloudy,Round,1249
Alice,24/06/2022,Frame,Mono Six Person,6,5,Cloudy,Round,0
Alice,24/06/2022,Urban,Lite six person,6,2,Cloudy,Square,249
Alice,24/06/2022,Comfort,Lite Four Person,4,2,Cloudy,Round,199
Alice,24/06/2022,Urban,Nest Two Person,2,5,Cloudy,Square Round,520
GSD,24/06/2022,Comfort,Bergen Four Person,4,2,Cloudy,Square,299
GSD,24/06/2022,Comfort,Bergen Six Person,6,3,Cloudy,Square,329
GSD,24/06/2022,Comfort,Tekapo Six person,6,3,Cloudy,Round,299
GSD,24/06/2022,Comfort,Tekapo Four person,4,3,Cloudy,Round,369
GSD,24/06/2022,Frame,Tuscany Six Person,6,5,Cloudy,Round,1150
GSD,24/06/2022,Frame,Mono Six Person,6,5,Cloudy,Round,749
GSD,24/06/2022,Urban,Rimba Six person,6,5,Cloudy,Round,535
GSD,24/06/2022,Comfort,Ottomon Six person,6,4,Cloudy,Round,550
GSD,24/06/2022,Premium,Camaro Four Person,4,5,Cloudy,Round,0
Mspa,24/06/2022,Comfort,Bergen Four Person,4,2,Cloudy,Square,327
Mspa,24/06/2022,Comfort,Bergen Six Person,6,3,Cloudy,Square,299
Mspa,24/06/2022,Comfort,Tekapo Six person,6,3,Cloudy,Round,307
Mspa,24/06/2022,Comfort,Tekapo Four person,4,3,Cloudy,Round,309
Mspa,24/06/2022,Frame,Tuscany Six Person,6,5,Cloudy,Round,1224
Mspa,24/06/2022,Frame,Mono Six Person,6,5,Cloudy,Round,909
Mspa,24/06/2022,Urban,Rimba Six person,6,5,Cloudy,Round,519
Mspa,24/06/2022,Comfort,Ottomon Six person,6,4,Cloudy,Round,469
Mspa,24/06/2022,Premium,Camaro Four Person,4,5,Cloudy,Round,544
Frono,24/06/2022,Comfort,Bergen Four Person,4,2,Cloudy,Square,329
Frono,24/06/2022,Comfort,Bergen Six Person,6,3,Cloudy,Square,299
Frono,24/06/2022,Comfort,Tekapo Six person,6,3,Cloudy,Round,300
Frono,24/06/2022,Comfort,Tekapo Four person,4,3,Cloudy,Round,279
Frono,24/06/2022,Frame,Tuscany Six Person,6,5,Cloudy,Round,1149
Frono,24/06/2022,Frame,Mono Six Person,6,5,Cloudy,Round,949
Frono,24/06/2022,Urban,Rimba Six person,6,2,Cloudy,Round,289
Frono,24/06/2022,Comfort,Ottomon Six person,6,5,Cloudy,Round,450
Frono,24/06/2022,Premium,Camaro Four Person,4,5,Cloudy,Round,450
Cambs,25/06/2022,Comfort,Bergen Four Person,4,2,Cloudy,Square,249
Cambs,25/06/2022,Comfort,Bergen Six Person,6,3,Cloudy,Square,300
Cambs,25/06/2022,Comfort,Tekapo Six person,6,3,Cloudy,Round,529
Cambs,25/06/2022,Comfort,Tekapo Four person,4,3,Cloudy,Round,449
Cambs,25/06/2022,Frame,Tuscany Six Person,6,5,Cloudy,Round,1249
Cambs,25/06/2022,Frame,Mono Six Person,6,5,Cloudy,Round,949
Cambs,25/06/2022,Urban,Rimba Six person,6,5,Cloudy,Round,599
Cambs,25/06/2022,Comfort,Ottomon Six person,6,4,Cloudy,Round,499
Cambs,25/06/2022,Premium,Camaro Four Person,4,5,Cloudy,Round,599
Amazon,25/06/2022,Comfort,Bergen Four Person,4,2,Cloudy,Square,197
Amazon,25/06/2022,Comfort,Bergen Six Person,6,3,Cloudy,Square,239
Amazon,25/06/2022,Comfort,Tekapo Six person,6,3,Cloudy,Round,309
Amazon,25/06/2022,Comfort,Tekapo Four person,4,3,Cloudy,Round,289
Amazon,25/06/2022,Frame,Tuscany Six Person,6,5,Cloudy,Round,1249
Amazon,25/06/2022,Frame,Mono Six Person,6,5,Cloudy,Round,749
Amazon,25/06/2022,Urban,Rimba Six person,6,5,Cloudy,Round,550
Amazon,25/06/2022,Comfort,Ottomon Six person,6,4,Cloudy,Round,750
Amazon,25/06/2022,Premium,Camaro Four Person,4,5,Cloudy,Round,599
Amazon,25/06/2022,Urban,Nest Two Person,2,5,Cloudy,Square Round,480
Alice,25/06/2022,Comfort,Bergen Four Person,4,2,Cloudy,Square,249
Alice,25/06/2022,Comfort,Bergen Six Person,6,3,Cloudy,Square,300
Alice,25/06/2022,Comfort,Tekapo Six person,6,3,Cloudy,Round,0
Alice,25/06/2022,Comfort,Tekapo Four person,4,3,Cloudy,Round,0
Alice,25/06/2022,Frame,Tuscany Six Person,6,5,Cloudy,Round,1249
Alice,25/06/2022,Frame,Mono Six Person,6,5,Cloudy,Round,0
Alice,25/06/2022,Urban,Lite six person,6,2,Cloudy,Square,249
Alice,25/06/2022,Comfort,Lite Four Person,4,2,Cloudy,Round,199
Alice,25/06/2022,Urban,Nest Two Person,2,5,Cloudy,Square Round,520
GSD,25/06/2022,Comfort,Bergen Four Person,4,2,Cloudy,Square,299
GSD,25/06/2022,Comfort,Bergen Six Person,6,3,Cloudy,Square,329
GSD,25/06/2022,Comfort,Tekapo Six person,6,3,Cloudy,Round,299
GSD,25/06/2022,Comfort,Tekapo Four person,4,3,Cloudy,Round,369
GSD,25/06/2022,Frame,Tuscany Six Person,6,5,Cloudy,Round,1150
GSD,25/06/2022,Frame,Mono Six Person,6,5,Cloudy,Round,749
GSD,25/06/2022,Urban,Rimba Six person,6,5,Cloudy,Round,535
GSD,25/06/2022,Comfort,Ottomon Six person,6,4,Cloudy,Round,550
GSD,25/06/2022,Premium,Camaro Four Person,4,5,Cloudy,Round,0
Mspa,25/06/2022,Comfort,Bergen Four Person,4,2,Cloudy,Square,327
Mspa,25/06/2022,Comfort,Bergen Six Person,6,3,Cloudy,Square,299
Mspa,25/06/2022,Comfort,Tekapo Six person,6,3,Cloudy,Round,307
Mspa,25/06/2022,Comfort,Tekapo Four person,4,3,Cloudy,Round,309
Mspa,25/06/2022,Frame,Tuscany Six Person,6,5,Cloudy,Round,1224
Mspa,25/06/2022,Frame,Mono Six Person,6,5,Cloudy,Round,909
Mspa,25/06/2022,Urban,Rimba Six person,6,5,Cloudy,Round,519
Mspa,25/06/2022,Comfort,Ottomon Six person,6,4,Cloudy,Round,469
Mspa,25/06/2022,Premium,Camaro Four Person,4,5,Cloudy,Round,544
Frono,25/06/2022,Comfort,Bergen Four Person,4,2,Cloudy,Square,329
Frono,25/06/2022,Comfort,Bergen Six Person,6,3,Cloudy,Square,299
Frono,25/06/2022,Comfort,Tekapo Six person,6,3,Cloudy,Round,300
Frono,25/06/2022,Comfort,Tekapo Four person,4,3,Cloudy,Round,279
Frono,25/06/2022,Frame,Tuscany Six Person,6,5,Cloudy,Round,1149
Frono,25/06/2022,Frame,Mono Six Person,6,5,Cloudy,Round,949
Frono,25/06/2022,Urban,Rimba Six person,6,2,Cloudy,Round,289
Frono,25/06/2022,Comfort,Ottomon Six person,6,5,Cloudy,Round,450
Frono,25/06/2022,Premium,Camaro Four Person,4,5,Cloudy,Round,450
Cambs,26/06/2022,Comfort,Bergen Four Person,4,2,Sunny,Square,299
Cambs,26/06/2022,Comfort,Bergen Six Person,6,3,Sunny,Square,350
Cambs,26/06/2022,Comfort,Tekapo Six person,6,3,Sunny,Round,579
Cambs,26/06/2022,Comfort,Tekapo Four person,4,3,Sunny,Round,499
Cambs,26/06/2022,Frame,Tuscany Six Person,6,5,Sunny,Round,1299
Cambs,26/06/2022,Frame,Mono Six Person,6,5,Sunny,Round,999
Cambs,26/06/2022,Urban,Rimba Six person,6,5,Sunny,Round,649
Cambs,26/06/2022,Comfort,Ottomon Six person,6,4,Sunny,Round,549
Cambs,26/06/2022,Premium,Camaro Four Person,4,5,Sunny,Round,649
Amazon,26/06/2022,Comfort,Bergen Four Person,4,2,Sunny,Square,247
Amazon,26/06/2022,Comfort,Bergen Six Person,6,3,Sunny,Square,289
Amazon,26/06/2022,Comfort,Tekapo Six person,6,3,Sunny,Round,359
Amazon,26/06/2022,Comfort,Tekapo Four person,4,3,Sunny,Round,339
Amazon,26/06/2022,Frame,Tuscany Six Person,6,5,Sunny,Round,1299
Amazon,26/06/2022,Frame,Mono Six Person,6,5,Sunny,Round,799
Amazon,26/06/2022,Urban,Rimba Six person,6,5,Sunny,Round,600
Amazon,26/06/2022,Comfort,Ottomon Six person,6,4,Sunny,Round,800
Amazon,26/06/2022,Premium,Camaro Four Person,4,5,Sunny,Round,649
Amazon,26/06/2022,Urban,Nest Two Person,2,5,Sunny,Square Round,530
Alice,26/06/2022,Comfort,Bergen Four Person,4,2,Sunny,Square,299
Alice,26/06/2022,Comfort,Bergen Six Person,6,3,Sunny,Square,350
Alice,26/06/2022,Comfort,Tekapo Six person,6,3,Sunny,Round,0
Alice,26/06/2022,Comfort,Tekapo Four person,4,3,Sunny,Round,0
Alice,26/06/2022,Frame,Tuscany Six Person,6,5,Sunny,Round,1299
Alice,26/06/2022,Frame,Mono Six Person,6,5,Sunny,Round,0
Alice,26/06/2022,Urban,Lite six person,6,2,Sunny,Square,299
Alice,26/06/2022,Comfort,Lite Four Person,4,2,Sunny,Round,249
Alice,26/06/2022,Urban,Nest Two Person,2,5,Sunny,Square Round,570
GSD,26/06/2022,Comfort,Bergen Four Person,4,2,Sunny,Square,349
GSD,26/06/2022,Comfort,Bergen Six Person,6,3,Sunny,Square,379
GSD,26/06/2022,Comfort,Tekapo Six person,6,3,Sunny,Round,349
GSD,26/06/2022,Comfort,Tekapo Four person,4,3,Sunny,Round,419
GSD,26/06/2022,Frame,Tuscany Six Person,6,5,Sunny,Round,1200
GSD,26/06/2022,Frame,Mono Six Person,6,5,Sunny,Round,799
GSD,26/06/2022,Urban,Rimba Six person,6,5,Sunny,Round,585
GSD,26/06/2022,Comfort,Ottomon Six person,6,4,Sunny,Round,600
GSD,26/06/2022,Premium,Camaro Four Person,4,5,Sunny,Round,0
Mspa,26/06/2022,Comfort,Bergen Four Person,4,2,Sunny,Square,377
Mspa,26/06/2022,Comfort,Bergen Six Person,6,3,Sunny,Square,349
Mspa,26/06/2022,Comfort,Tekapo Six person,6,3,Sunny,Round,357
Mspa,26/06/2022,Comfort,Tekapo Four person,4,3,Sunny,Round,359
Mspa,26/06/2022,Frame,Tuscany Six Person,6,5,Sunny,Round,1274
Mspa,26/06/2022,Frame,Mono Six Person,6,5,Sunny,Round,959
Mspa,26/06/2022,Urban,Rimba Six person,6,5,Sunny,Round,569
Mspa,26/06/2022,Comfort,Ottomon Six person,6,4,Sunny,Round,519
Mspa,26/06/2022,Premium,Camaro Four Person,4,5,Sunny,Round,594
Frono,26/06/2022,Comfort,Bergen Four Person,4,2,Sunny,Square,379
Frono,26/06/2022,Comfort,Bergen Six Person,6,3,Sunny,Square,349
Frono,26/06/2022,Comfort,Tekapo Six person,6,3,Sunny,Round,350
Frono,26/06/2022,Comfort,Tekapo Four person,4,3,Sunny,Round,329
Frono,26/06/2022,Frame,Tuscany Six Person,6,5,Sunny,Round,1199
Frono,26/06/2022,Frame,Mono Six Person,6,5,Sunny,Round,999
Frono,26/06/2022,Urban,Rimba Six person,6,2,Sunny,Round,339
Frono,26/06/2022,Comfort,Ottomon Six person,6,5,Sunny,Round,500
Frono,26/06/2022,Premium,Camaro Four Person,4,5,Sunny,Round,500
Cambs,27/06/2022,Comfort,Bergen Four Person,4,2,Sunny,Square,299
Cambs,27/06/2022,Comfort,Bergen Six Person,6,3,Sunny,Square,350
Cambs,27/06/2022,Comfort,Tekapo Six person,6,3,Sunny,Round,579
Cambs,27/06/2022,Comfort,Tekapo Four person,4,3,Sunny,Round,499
Cambs,27/06/2022,Frame,Tuscany Six Person,6,5,Sunny,Round,1299
Cambs,27/06/2022,Frame,Mono Six Person,6,5,Sunny,Round,999
Cambs,27/06/2022,Urban,Rimba Six person,6,5,Sunny,Round,649
Cambs,27/06/2022,Comfort,Ottomon Six person,6,4,Sunny,Round,549
Cambs,27/06/2022,Premium,Camaro Four Person,4,5,Sunny,Round,649
Amazon,27/06/2022,Comfort,Bergen Four Person,4,2,Sunny,Square,247
Amazon,27/06/2022,Comfort,Bergen Six Person,6,3,Sunny,Square,289
Amazon,27/06/2022,Comfort,Tekapo Six person,6,3,Sunny,Round,359
Amazon,27/06/2022,Comfort,Tekapo Four person,4,3,Sunny,Round,339
Amazon,27/06/2022,Frame,Tuscany Six Person,6,5,Sunny,Round,1299
Amazon,27/06/2022,Frame,Mono Six Person,6,5,Sunny,Round,799
Amazon,27/06/2022,Urban,Rimba Six person,6,5,Sunny,Round,600
Amazon,27/06/2022,Comfort,Ottomon Six person,6,4,Sunny,Round,800
Amazon,27/06/2022,Premium,Camaro Four Person,4,5,Sunny,Round,649
Amazon,27/06/2022,Urban,Nest Two Person,2,5,Sunny,Square Round,530
Alice,27/06/2022,Comfort,Bergen Four Person,4,2,Sunny,Square,299
Alice,27/06/2022,Comfort,Bergen Six Person,6,3,Sunny,Square,350
Alice,27/06/2022,Comfort,Tekapo Six person,6,3,Sunny,Round,0
Alice,27/06/2022,Comfort,Tekapo Four person,4,3,Sunny,Round,0
Alice,27/06/2022,Frame,Tuscany Six Person,6,5,Sunny,Round,1299
Alice,27/06/2022,Frame,Mono Six Person,6,5,Sunny,Round,0
Alice,27/06/2022,Urban,Lite six person,6,2,Sunny,Square,299
Alice,27/06/2022,Comfort,Lite Four Person,4,2,Sunny,Round,249
Alice,27/06/2022,Urban,Nest Two Person,2,5,Sunny,Square Round,570
GSD,27/06/2022,Comfort,Bergen Four Person,4,2,Sunny,Square,349
GSD,27/06/2022,Comfort,Bergen Six Person,6,3,Sunny,Square,379
GSD,27/06/2022,Comfort,Tekapo Six person,6,3,Sunny,Round,349
GSD,27/06/2022,Comfort,Tekapo Four person,4,3,Sunny,Round,419
GSD,27/06/2022,Frame,Tuscany Six Person,6,5,Sunny,Round,1200
GSD,27/06/2022,Frame,Mono Six Person,6,5,Sunny,Round,799
GSD,27/06/2022,Urban,Rimba Six person,6,5,Sunny,Round,585
GSD,27/06/2022,Comfort,Ottomon Six person,6,4,Sunny,Round,600
GSD,27/06/2022,Premium,Camaro Four Person,4,5,Sunny,Round,0
Mspa,27/06/2022,Comfort,Bergen Four Person,4,2,Sunny,Square,377
Mspa,27/06/2022,Comfort,Bergen Six Person,6,3,Sunny,Square,349
Mspa,27/06/2022,Comfort,Tekapo Six person,6,3,Sunny,Round,357
Mspa,27/06/2022,Comfort,Tekapo Four person,4,3,Sunny,Round,359
Mspa,27/06/2022,Frame,Tuscany Six Person,6,5,Sunny,Round,1274
Mspa,27/06/2022,Frame,Mono Six Person,6,5,Sunny,Round,959
Mspa,27/06/2022,Urban,Rimba Six person,6,5,Sunny,Round,569
Mspa,27/06/2022,Comfort,Ottomon Six person,6,4,Sunny,Round,519
Mspa,27/06/2022,Premium,Camaro Four Person,4,5,Sunny,Round,594
Frono,27/06/2022,Comfort,Bergen Four Person,4,2,Sunny,Square,379
Frono,27/06/2022,Comfort,Bergen Six Person,6,3,Sunny,Square,349
Frono,27/06/2022,Comfort,Tekapo Six person,6,3,Sunny,Round,350
Frono,27/06/2022,Comfort,Tekapo Four person,4,3,Sunny,Round,329
Frono,27/06/2022,Frame,Tuscany Six Person,6,5,Sunny,Round,1199
Frono,27/06/2022,Frame,Mono Six Person,6,5,Sunny,Round,999
Frono,27/06/2022,Urban,Rimba Six person,6,2,Sunny,Round,339
Frono,27/06/2022,Comfort,Ottomon Six person,6,5,Sunny,Round,500
Frono,27/06/2022,Premium,Camaro Four Person,4,5,Sunny,Round,500
Cambs,28/06/2022,Comfort,Bergen Four Person,4,2,Cloudy,Square,249
Cambs,28/06/2022,Comfort,Bergen Six Person,6,3,Cloudy,Square,300
Cambs,28/06/2022,Comfort,Tekapo Six person,6,3,Cloudy,Round,529
Cambs,28/06/2022,Comfort,Tekapo Four person,4,3,Cloudy,Round,449
Cambs,28/06/2022,Frame,Tuscany Six Person,6,5,Cloudy,Round,1249
Cambs,28/06/2022,Frame,Mono Six Person,6,5,Cloudy,Round,949
Cambs,28/06/2022,Urban,Rimba Six person,6,5,Cloudy,Round,599
Cambs,28/06/2022,Comfort,Ottomon Six person,6,4,Cloudy,Round,499
Cambs,28/06/2022,Premium,Camaro Four Person,4,5,Cloudy,Round,599
Amazon,28/06/2022,Comfort,Bergen Four Person,4,2,Cloudy,Square,197
Amazon,28/06/2022,Comfort,Bergen Six Person,6,3,Cloudy,Square,239
Amazon,28/06/2022,Comfort,Tekapo Six person,6,3,Cloudy,Round,309
Amazon,28/06/2022,Comfort,Tekapo Four person,4,3,Cloudy,Round,289
Amazon,28/06/2022,Frame,Tuscany Six Person,6,5,Cloudy,Round,1249
Amazon,28/06/2022,Frame,Mono Six Person,6,5,Cloudy,Round,749
Amazon,28/06/2022,Urban,Rimba Six person,6,5,Cloudy,Round,550
Amazon,28/06/2022,Comfort,Ottomon Six person,6,4,Cloudy,Round,750
Amazon,28/06/2022,Premium,Camaro Four Person,4,5,Cloudy,Round,599
Amazon,28/06/2022,Urban,Nest Two Person,2,5,Cloudy,Square Round,480
Alice,28/06/2022,Comfort,Bergen Four Person,4,2,Cloudy,Square,249
Alice,28/06/2022,Comfort,Bergen Six Person,6,3,Cloudy,Square,300
Alice,28/06/2022,Comfort,Tekapo Six person,6,3,Cloudy,Round,0
Alice,28/06/2022,Comfort,Tekapo Four person,4,3,Cloudy,Round,0
Alice,28/06/2022,Frame,Tuscany Six Person,6,5,Cloudy,Round,1249
Alice,28/06/2022,Frame,Mono Six Person,6,5,Cloudy,Round,0
Alice,28/06/2022,Urban,Lite six person,6,2,Cloudy,Square,249
Alice,28/06/2022,Comfort,Lite Four Person,4,2,Cloudy,Round,199
Alice,28/06/2022,Urban,Nest Two Person,2,5,Cloudy,Square Round,520
GSD,28/06/2022,Comfort,Bergen Four Person,4,2,Cloudy,Square,299
